Sample Name	Protocol REF	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Parameter Value[Library QA Instrument]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
C001_Swab_L-44_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_L-44_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_L-44_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	33680433	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_L-92_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_L-92_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_L-92_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	2.52	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	27390952	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_R+1_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_R+1_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_R+1_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.61	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	25082093	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_R+45_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_R+45_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_R+45_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.02	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	32117700	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C001_Swab_R+82_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C001_R+82_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C001_R+82_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	1.9	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	24852801	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_FD2_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_FD2_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_FD2_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	14.55	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	22972022	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_FD3_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	3.65	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	25875069	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_L-3_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_L-3_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_L-3_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	36.88	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14169396	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_L-44_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_L-44_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_L-44_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	8.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	27689653	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_L-92_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_L-92_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_L-92_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	17.25	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	25644735	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_R+1_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_R+1_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_R+1_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	4.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26859510	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_R+45_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_R+45_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_R+45_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	8.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	28337283	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C002_Swab_R+82_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C002_R+82_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C002_R+82_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	35.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20790199	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_FD2_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_FD2_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_FD2_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	59.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	11285057	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_FD3_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_FD3_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_FD3_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	50.34	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	13990928	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_L-3_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	50.7	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14347815	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_L-44_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_L-44_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_L-44_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	32.52	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20587565	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_L-92_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_L-92_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_L-92_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	29.67	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	19543207	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_R+1_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_R+1_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_R+1_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	44.74	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18710966	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_R+45_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_R+45_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_R+45_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	44.25	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17614124	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C003_Swab_R+82_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C003_R+82_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C003_R+82_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	86.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4647416	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_FD2_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_FD2_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_FD2_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	24.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26185609	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_FD3_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_FD3_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_FD3_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	37.76	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	15723310	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_L-3_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_L-3_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	40.69	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	16685672	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_L-44_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_L-44_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_L-44_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	37.8	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	12503957	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_L-92_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_L-92_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_L-92_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	33.12	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17520162	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_R+1_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_R+1_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_R+1_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	25.98	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	23274648	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
C004_Swab_R+45_WEB	Nucleic Acid Extraction	Library Construction - metatranscriptomics	ribo-depletion	PAIRED	STRANDED	LabChip GX Touch HT Nucleic Acid Analyzer	Nucleic Acid Sequencing - metatranscriptomics	Illumina NovaSeq 6000	bcl2fastq	150	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metatranscriptomics	"GLDS-564_metatranscriptomics_metaT_I4_C004_R+45_WEB_R1_HRremoved_raw.fastq.gz,GLDS-564_metatranscriptomics_metaT_I4_C004_R+45_WEB_R2_HRremoved_raw.fastq.gz"	human read contaminant filtering	13.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	24163090	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GeneLab raw data processing protocol - metatranscriptomics	GLDS-564_GMetatranscriptomics_raw_multiqc_GLmetatranscriptomics_report.zip
